-181.584, 32.319, 6.287, 14.404
-181.582, 32.109, 6.311, 14.437
-181.579, 31.898, 6.334, 14.470
-181.576, 31.686, 6.358, 14.503
-181.574, 31.474, 6.380, 14.536
-181.571, 31.261, 6.403, 14.569
-181.569, 31.047, 6.424, 14.602
-181.566, 30.832, 6.445, 14.635
-181.564, 30.617, 6.466, 14.668
-181.561, 30.401, 6.487, 14.701
-181.559, 30.184, 6.507, 14.734
-181.556, 29.967, 6.526, 14.767
-181.554, 29.749, 6.546, 14.800
-181.552, 29.530, 6.566, 14.833
-181.549, 29.311, 6.585, 14.866
-181.547, 29.091, 6.605, 14.899
-181.544, 28.870, 6.625, 14.932
-181.542, 28.649, 6.645, 14.965
-181.540, 28.427, 6.665, 14.998
-181.537, 28.204, 6.686, 15.031
-181.535, 27.981, 6.707, 15.064
-181.533, 27.757, 6.728, 15.097
-181.531, 27.532, 6.750, 15.130
-181.528, 27.306, 6.772, 15.163
-181.526, 27.080, 6.794, 15.196
-181.524, 26.853, 6.817, 15.229
-181.522, 26.625, 6.840, 15.262
-181.519, 26.396, 6.863, 15.295
-181.517, 26.167, 6.887, 15.328
-181.515, 25.937, 6.910, 15.361
-181.513, 25.706, 6.934, 15.394
-181.511, 25.474, 6.958, 15.427
-181.509, 25.242, 6.982, 15.460
-181.506, 25.008, 7.005, 15.493
-181.504, 24.774, 7.028, 15.526
-181.502, 24.539, 7.052, 15.559
-181.500, 24.304, 7.075, 15.592
-181.498, 24.067, 7.098, 15.625
-181.496, 23.830, 7.121, 15.658
-181.494, 23.592, 7.144, 15.691
-181.492, 23.354, 7.167, 15.724
-181.490, 23.114, 7.190, 15.757
-181.488, 22.874, 7.213, 15.790
-181.486, 22.633, 7.236, 15.823
-181.484, 22.391, 7.259, 15.856
-181.482, 22.149, 7.282, 15.889
-181.480, 21.905, 7.306, 15.922
-181.478, 21.661, 7.329, 15.955
-181.476, 21.416, 7.353, 15.988
-181.474, 21.171, 7.377, 16.021
-181.472, 20.924, 7.401, 16.054
-181.470, 20.677, 7.426, 16.087
-181.468, 20.429, 7.450, 16.120
-181.466, 20.180, 7.475, 16.153
-181.465, 19.930, 7.499, 16.186
-181.463, 19.679, 7.524, 16.219
-181.461, 19.428, 7.549, 16.252
-181.459, 19.176, 7.574, 16.285
-181.457, 18.922, 7.599, 16.318
-181.455, 18.668, 7.624, 16.351
-181.454, 18.414, 7.650, 16.384
-181.452, 18.158, 7.675, 16.417
-181.450, 17.902, 7.700, 16.450
-181.448, 17.644, 7.725, 16.483
-181.446, 17.386, 7.750, 16.516
-181.445, 17.127, 7.775, 16.549
-181.443, 16.867, 7.801, 16.582
-181.441, 16.607, 7.826, 16.615
-181.439, 16.345, 7.851, 16.648
-181.438, 16.083, 7.876, 16.681
-181.436, 15.820, 7.902, 16.714
-181.434, 15.556, 7.928, 16.747
-181.433, 15.291, 7.953, 16.780
-181.431, 15.025, 7.979, 16.813
-181.429, 14.758, 8.005, 16.846
-181.428, 14.491, 8.031, 16.879
-181.426, 14.223, 8.058, 16.912
-181.424, 13.953, 8.084, 16.945
-181.423, 13.683, 8.111, 16.978
-181.421, 13.412, 8.137, 17.011
-181.419, 13.140, 8.164, 17.044
-181.418, 12.867, 8.191, 17.077
-181.416, 12.594, 8.218, 17.110
-181.414, 12.319, 8.246, 17.143
-181.413, 12.043, 8.273, 17.176
-181.411, 11.767, 8.301, 17.209
-181.410, 11.490, 8.328, 17.242
-181.408, 11.211, 8.356, 17.275
-181.406, 10.932, 8.384, 17.308
-181.405, 10.652, 8.412, 17.341
-181.403, 10.371, 8.440, 17.374
-181.402, 10.089, 8.468, 17.407
-181.400, 9.806, 8.496, 17.440
-181.399, 9.522, 8.525, 17.473
-181.397, 9.237, 8.553, 17.506
-181.396, 8.951, 8.582, 17.539
-181.394, 8.664, 8.610, 17.572
-181.393, 8.377, 8.639, 17.605
-181.391, 8.088, 8.667, 17.638
-181.390, 7.798, 8.696, 17.671
-181.388, 7.508, 8.725, 17.704
-181.387, 7.216, 8.754, 17.737
-181.385, 6.924, 8.783, 17.770
-181.384, 6.630, 8.812, 17.803
-181.382, 6.336, 8.841, 17.836
-181.381, 6.040, 8.870, 17.869
-181.379, 5.744, 8.900, 17.902
-181.378, 5.446, 8.929, 17.935
-181.376, 5.148, 8.958, 17.968
-181.375, 4.849, 8.988, 18.001
-181.373, 4.548, 9.018, 18.034
-181.372, 4.247, 9.047, 18.067
-181.370, 3.945, 9.077, 18.100
-181.369, 3.641, 9.107, 18.133
-181.367, 3.337, 9.137, 18.166
-181.366, 3.032, 9.168, 18.199
-181.365, 2.725, 9.198, 18.232
-181.363, 2.418, 9.228, 18.265
-181.362, 2.109, 9.259, 18.298
-181.360, 1.800, 9.289, 18.331
-181.359, 1.490, 9.320, 18.364
-181.357, 1.178, 9.351, 18.397
-181.356, 0.866, 9.382, 18.430
-181.354, 0.552, 9.413, 18.463
-181.353, 0.238, 9.444, 18.496
-181.352, -0.078, 9.475, 18.529
-181.350, -0.395, 9.506, 18.562
-181.349, -0.712, 9.538, 18.595
-181.347, -1.031, 9.569, 18.628
-181.346, -1.351, 9.601, 18.661
-181.345, -1.672, 9.633, 18.694
-181.343, -1.993, 9.665, 18.727
-181.342, -2.316, 9.697, 18.760
-181.340, -2.640, 9.729, 18.793
-181.339, -2.966, 9.761, 18.826
-181.338, -3.292, 9.793, 18.859
-181.336, -3.619, 9.825, 18.892
-181.335, -3.947, 9.858, 18.925
-181.333, -4.277, 9.890, 18.958
-181.332, -4.607, 9.923, 18.991
-181.331, -4.939, 9.956, 19.024
-181.329, -5.272, 9.989, 19.057
-181.328, -5.605, 10.022, 19.090
-181.326, -5.940, 10.055, 19.123
-181.325, -6.276, 10.088, 19.156
-181.323, -6.613, 10.121, 19.189
-181.322, -6.952, 10.155, 19.222
-181.321, -7.291, 10.188, 19.255
-181.319, -7.631, 10.222, 19.288
-181.318, -7.973, 10.256, 19.321
-181.316, -8.316, 10.289, 19.354
-181.315, -8.659, 10.323, 19.387
-181.313, -9.004, 10.357, 19.420
-181.312, -9.351, 10.392, 19.453
-181.310, -9.698, 10.426, 19.486
-181.309, -10.046, 10.460, 19.519
-181.308, -10.396, 10.495, 19.552
-181.306, -10.746, 10.529, 19.585
-181.305, -11.098, 10.564, 19.618
-181.303, -11.451, 10.599, 19.651
-181.302, -11.805, 10.634, 19.684
-181.300, -12.161, 10.669, 19.717
-181.299, -12.517, 10.704, 19.750
-181.297, -12.875, 10.739, 19.783
-181.296, -13.234, 10.775, 19.816
-181.294, -13.594, 10.810, 19.849
-181.293, -13.955, 10.846, 19.882
-181.291, -14.318, 10.882, 19.915
-181.290, -14.681, 10.917, 19.948
-181.288, -15.046, 10.953, 19.981
-181.287, -15.412, 10.989, 20.014
-181.285, -15.779, 11.026, 20.047
-181.284, -16.148, 11.062, 20.080
-181.282, -16.517, 11.098, 20.113
-181.281, -16.888, 11.135, 20.146
-181.279, -17.260, 11.171, 20.179
-181.278, -17.634, 11.208, 20.212
-181.276, -18.008, 11.245, 20.245
-181.274, -18.384, 11.282, 20.278
-181.273, -18.761, 11.319, 20.311
-181.271, -19.139, 11.356, 20.344
-181.270, -19.519, 11.394, 20.377
-181.268, -19.899, 11.431, 20.410
-181.267, -20.281, 11.469, 20.443
-181.265, -20.665, 11.507, 20.476
-181.263, -21.049, 11.545, 20.509
-181.262, -21.435, 11.583, 20.542
-181.260, -21.822, 11.621, 20.575
-181.258, -22.210, 11.660, 20.608
-181.257, -22.600, 11.699, 20.641
-181.255, -22.991, 11.738, 20.674
-181.254, -23.383, 11.777, 20.707
-181.252, -23.777, 11.816, 20.740
-181.250, -24.172, 11.856, 20.773
-181.248, -24.568, 11.896, 20.806
-181.247, -24.965, 11.936, 20.839
-181.245, -25.364, 11.976, 20.872
-181.243, -25.765, 12.016, 20.905
-181.242, -26.166, 12.057, 20.938
-181.240, -26.569, 12.097, 20.971
-181.238, -26.973, 12.138, 21.004
-181.236, -27.379, 12.179, 21.037
-181.235, -27.786, 12.221, 21.070
-181.233, -28.194, 12.262, 21.103
-181.231, -28.604, 12.303, 21.136
-181.229, -29.015, 12.345, 21.169
-181.227, -29.428, 12.387, 21.202
-181.226, -29.842, 12.429, 21.235
-181.224, -30.257, 12.471, 21.268
-181.222, -30.674, 12.513, 21.301
-181.220, -31.092, 12.555, 21.334
-181.218, -31.512, 12.597, 21.367
-181.216, -31.933, 12.640, 21.400
-181.215, -32.355, 12.682, 21.433
-181.213, -32.779, 12.725, 21.466
-181.211, -33.204, 12.768, 21.499
-181.209, -33.631, 12.810, 21.532
-181.207, -34.059, 12.853, 21.565
-181.205, -34.488, 12.896, 21.598
-181.203, -34.919, 12.939, 21.631
-181.201, -35.352, 12.983, 21.664
-181.199, -35.786, 13.026, 21.697
-181.197, -36.221, 13.069, 21.730
-181.195, -36.658, 13.113, 21.763
-181.193, -37.096, 13.157, 21.796
-181.191, -37.536, 13.200, 21.829
-181.189, -37.977, 13.244, 21.862
-181.187, -38.419, 13.288, 21.895
-181.185, -38.863, 13.332, 21.928
-181.183, -39.309, 13.376, 21.961
-181.181, -39.756, 13.421, 21.994
-181.178, -40.204, 13.465, 22.027
-181.176, -40.654, 13.510, 22.060
-181.174, -41.106, 13.554, 22.093
-181.172, -41.559, 13.599, 22.126
-181.170, -42.013, 13.644, 22.159
-181.168, -42.469, 13.689, 22.192
-181.165, -42.927, 13.734, 22.225
-181.163, -43.386, 13.779, 22.258
-181.161, -43.846, 13.825, 22.291
-181.159, -44.308, 13.871, 22.324
-181.156, -44.771, 13.916, 22.357
-181.154, -45.237, 13.962, 22.390
-181.152, -45.703, 14.008, 22.423
-181.150, -46.171, 14.054, 22.456
-181.147, -46.641, 14.101, 22.489
-181.145, -47.112, 14.147, 22.522
-181.143, -47.585, 14.194, 22.555
-181.140, -48.059, 14.240, 22.588
-181.138, -48.535, 14.287, 22.621
-181.135, -49.012, 14.334, 22.654
-181.133, -49.491, 14.382, 22.687
-181.130, -49.972, 14.429, 22.720
-181.128, -50.454, 14.477, 22.753
-181.125, -50.938, 14.524, 22.786
-181.123, -51.423, 14.572, 22.819
-181.120, -51.910, 14.620, 22.852
-181.118, -52.399, 14.668, 22.885
-181.115, -52.889, 14.717, 22.918
-181.113, -53.381, 14.765, 22.951
-181.110, -53.874, 14.814, 22.984
-181.107, -54.369, 14.863, 23.017
